J Tech Pixel Uploader - Upload Log
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:53] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:51:54] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
