J Tech Pixel Uploader - Upload Log
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] 📁 Firmware: alternating_cols_8x8.bin
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:44] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
[01:50:45] Starting enhanced upload for ESP8266 on COM4 at 115200 baud
